"player","stage","role","StartTimeFinalClue","GuessFinal","timestamp"
"260372273781444","gameplay","CLUEGIVER","NA","NA",1609042080448
"717969140170940","gameplay","GUESSER","NA","NA",1609042080449
"260372273781444","gameplay","NA","NA","NA",1609042085321
"260372273781444","gameplay","NA","NA","NA",1609042085328
"260372273781444","gameplay","NA","NA","NA",1609042085328
"260372273781444","gameplay","NA","NA","NA",1609042085329
"260372273781444","gameplay","NA","NA","NA",1609042085329
"260372273781444","gameplay","NA","NA","NA",1609042085329
"260372273781444","gameplay","NA","NA","NA",1609042085330
"260372273781444","gameplay","NA","NA","NA",1609042085330
"260372273781444","gameplay","NA","NA","NA",1609042085330
"260372273781444","gameplay","NA","NA","NA",1609042085331
"260372273781444","gameplay","NA","NA","NA",1609042085331
"260372273781444","gameplay","NA","NA","NA",1609042085332
"260372273781444","gameplay","NA","NA","NA",1609042085332
"260372273781444","gameplay","NA","NA","NA",1609042085332
"260372273781444","gameplay","NA","NA","NA",1609042085333
"260372273781444","gameplay","NA","NA","NA",1609042085333
"260372273781444","gameplay","NA","NA","NA",1609042085333
"260372273781444","gameplay","NA","NA","NA",1609042085334
"260372273781444","gameplay","NA","NA","NA",1609042085334
"260372273781444","gameplay","NA","NA","NA",1609042085334
"260372273781444","gameplay","NA","NA","NA",1609042085335
"260372273781444","gameplay","NA","NA","NA",1609042085335
"260372273781444","gameplay","NA","NA","NA",1609042085336
"260372273781444","gameplay","CLUEGIVER","NA","NA",1609042085336
"717969140170940","gameplay","GUESSER","NA","NA",1609042085337
"717969140170940","gameplay","GUESSER","NA","NA",1609042089189
"260372273781444","gameplay","NA","NA","NA",1609042089190
"260372273781444","gameplay","NA","NA","NA",1609042089191
"260372273781444","gameplay","CLUEGIVER","NA","NA",1609042089191
"717969140170940","gameplay","NA","NA","NA",1609042090984
"717969140170940","gameplay","NA","NA","NA",1609042091358
"717969140170940","gameplay","NA","NA","NA",1609042091912
"717969140170940","gameplay","NA","NA","NA",1609042092291
"260372273781444","gameplay","CLUEGIVER","NA","NA",1609042092965
"717969140170940","gameplay","GUESSER","NA","NA",1609042092966
"717969140170940","gameplay","NA","NA","GOLD",1609042093622
"717969140170940","gameplay","NA","NA","STERN",1609042094091
"717969140170940","gameplay","NA","NA","CUP",1609042095002
"717969140170940","gameplay","NA","NA","WIND",1609042095413
"260372273781444","gameplay","CLUEGIVER","NA","NA",1609042096065
"717969140170940","gameplay","GUESSER","NA","NA",1609042096065
